id,name,location,station_type,power_kw,price_per_kwh,service_fee,status,install_date,operator_name,contact_phone,total_sessions,total_energy_kwh,total_income,latitude,longitude,remark
764,直流快充-0764号桩,西安邮电大学西区,直流快充,131.0,0.94,0.53,0,2023-12-26,星星充电,029-6501-4698,310,25584.30,37608.92,34.233803,108.931503,西区实验楼停车场
765,直流快充-0765号桩,西安邮电大学雁塔校区,直流快充,130.0,0.90,0.51,0,2022-02-05,校园能源管理中心,029-9103-4374,40,2548.00,3592.68,34.221203,108.954903,雁塔校区北门停车场
766,直流快充-0766号桩,西安邮电大学东区,直流快充,179.0,1.04,0.58,0,2022-12-26,校园能源管理中心,029-0341-2466,372,51938.64,84140.59,34.236401,108.931305,东区A区停车场
767,直流快充-0767号桩,西安邮电大学西区,直流快充,160.0,1.49,0.59,1,2024-02-19,云快充,029-4184-3541,167,19238.40,40015.87,34.242203,108.932007,西区行政楼停车场
768,双枪充电-0768号桩,西安邮电大学雁塔校区,双枪充电,218.0,1.43,0.30,2,2024-06-28,特来电,029-1818-5650,14,1464.96,2534.38,34.225800,108.956299,雁塔校区南门停车场
769,交流慢充-0769号桩,西安邮电大学东区,交流慢充,14.0,0.99,0.44,0,2025-05-12,云快充,029-0204-1440,414,3477.60,4972.97,34.235901,108.928101,东区图书馆停车场
770,直流快充-0770号桩,西安邮电大学西区,直流快充,115.0,1.41,0.55,0,2022-08-05,云快充,029-1710-2467,20,1794.00,3516.24,34.234802,108.925507,西区2号停车场
771,直流快充-0771号桩,西安邮电大学雁塔校区,直流快充,112.0,1.39,0.63,0,2024-04-15,云快充,029-0978-5840,324,25038.72,50578.21,34.220402,108.960602,雁塔校区南门停车场
772,直流快充-0772号桩,西安邮电大学东区,直流快充,146.0,1.05,0.54,0,2021-09-12,云快充,029-7944-3005,397,41153.02,65433.30,34.241901,108.934898,东区B区停车场
773,交流慢充-0773号桩,西安邮电大学西区,交流慢充,22.0,0.85,0.68,0,2022-01-17,星星充电,029-4706-1917,2,27.28,41.74,34.236103,108.933205,西区行政楼停车场
774,双枪充电-0774号桩,西安邮电大学雁塔校区,双枪充电,240.0,1.23,0.43,0,2025-01-23,校园能源管理中心,029-7921-7527,378,62596.80,103910.70,34.222500,108.959503,雁塔校区北门停车场
775,交流慢充-0775号桩,西安邮电大学东区,交流慢充,17.0,0.89,0.67,0,2025-10-06,国家电网,029-9061-2254,576,4896.00,7637.76,34.235500,108.929703,东区行政楼停车场
776,双枪充电-0776号桩,西安邮电大学西区,双枪充电,159.0,0.91,0.45,2,2024-08-12,校园能源管理中心,029-5120-0937,218,11438.46,15556.31,34.237503,108.931404,西区1号停车场
777,交流慢充-0777号桩,西安邮电大学雁塔校区,交流慢充,11.0,1.11,0.51,2,2025-09-06,星星充电,029-0562-4076,597,4531.23,7340.59,34.221203,108.963303,雁塔校区学生服务中心
778,双枪充电-0778号桩,西安邮电大学东区,双枪充电,139.0,1.29,0.38,0,2023-06-09,特来电,029-6333-2780,598,64835.16,108274.71,34.237003,108.928703,东区体育场停车场
779,直流快充-0779号桩,西安邮电大学西区,直流快充,159.0,0.95,0.30,0,2022-04-25,星星充电,029-9041-2015,106,6404.52,8005.65,34.235001,108.930702,西区宿舍停车场
780,交流慢充-0780号桩,西安邮电大学雁塔校区,交流慢充,16.0,1.01,0.44,0,2025-11-28,国家电网,029-1664-0008,221,1838.72,2666.14,34.227600,108.962799,雁塔校区实验楼停车场
781,交流慢充-0781号桩,西安邮电大学东区,交流慢充,13.0,0.97,0.34,0,2025-02-06,特来电,029-9339-2574,302,1884.48,2468.67,34.233902,108.927902,东区体育场停车场
782,交流慢充-0782号桩,西安邮电大学西区,交流慢充,20.0,1.27,0.64,0,2023-12-05,特来电,029-8994-4212,248,3124.80,5968.37,34.238300,108.924706,西区2号停车场
783,交流慢充-0783号桩,西安邮电大学雁塔校区,交流慢充,21.0,1.41,0.32,0,2023-06-26,星星充电,029-7911-2433,410,3185.70,5511.26,34.225601,108.957405,雁塔校区地下停车场
784,双枪充电-0784号桩,西安邮电大学东区,双枪充电,234.0,1.35,0.58,1,2021-11-06,校园能源管理中心,029-5050-1625,367,25763.40,49723.36,34.237003,108.928703,东区B区停车场
785,交流慢充-0785号桩,西安邮电大学西区,交流慢充,13.0,1.07,0.40,1,2024-10-09,校园能源管理中心,029-3453-0145,309,2289.69,3365.84,34.243000,108.932007,西区2号停车场
786,交流慢充-0786号桩,西安邮电大学雁塔校区,交流慢充,20.0,1.18,0.66,0,2022-09-26,特来电,029-1568-1422,417,2835.60,5217.50,34.228401,108.962006,雁塔校区北门停车场
787,直流快充-0787号桩,西安邮电大学东区,直流快充,156.0,1.16,0.33,1,2021-05-15,校园能源管理中心,029-6277-9974,304,33671.04,50169.86,34.238003,108.933502,东区B区停车场
788,交流慢充-0788号桩,西安邮电大学西区,交流慢充,18.0,1.46,0.31,0,2023-11-24,特来电,029-3597-1884,199,2435.76,4311.30,34.236301,108.928207,西区2号停车场
789,交流慢充-0789号桩,西安邮电大学雁塔校区,交流慢充,9.0,0.94,0.60,0,2025-11-28,星星充电,029-1704-9751,290,1305.00,2009.70,34.222603,108.960602,雁塔校区南门停车场
790,直流快充-0790号桩,西安邮电大学东区,直流快充,76.0,1.48,0.66,2,2023-07-09,国家电网,029-7800-5931,304,15941.76,34115.36,34.236603,108.931000,东区A区停车场
791,交流慢充-0791号桩,西安邮电大学西区,交流慢充,15.0,1.46,0.58,2,2025-12-04,云快充,029-3901-7485,452,3051.00,6224.04,34.238003,108.928307,西区1号停车场
792,双枪充电-0792号桩,西安邮电大学雁塔校区,双枪充电,181.0,0.85,0.51,0,2021-11-01,国家电网,029-7545-6658,413,26163.55,35582.43,34.225201,108.963402,雁塔校区实验楼停车场
793,双枪充电-0793号桩,西安邮电大学东区,双枪充电,220.0,0.89,0.41,0,2021-04-22,云快充,029-2045-1359,102,8078.40,10501.92,34.237400,108.931404,东区体育场停车场
794,交流慢充-0794号桩,西安邮电大学西区,交流慢充,14.0,1.07,0.50,1,2023-09-08,特来电,029-3353-4570,29,243.60,382.45,34.237602,108.928307,西区2号停车场
795,双枪充电-0795号桩,西安邮电大学雁塔校区,双枪充电,240.0,1.37,0.50,0,2021-11-15,云快充,029-1391-1430,271,20162.40,37703.69,34.227501,108.960800,雁塔校区北门停车场
796,直流快充-0796号桩,西安邮电大学东区,直流快充,126.0,1.12,0.55,1,2025-11-21,云快充,029-5215-2042,417,25745.58,42995.12,34.233902,108.935501,东区A区停车场
797,双枪充电-0797号桩,西安邮电大学西区,双枪充电,214.0,1.24,0.52,1,2023-01-15,国家电网,029-0507-2394,384,26296.32,46281.53,34.234203,108.924507,西区2号停车场
798,交流慢充-0798号桩,西安邮电大学雁塔校区,交流慢充,22.0,1.55,0.42,0,2022-08-25,星星充电,029-7507-1626,128,1436.16,2829.24,34.228500,108.960205,雁塔校区实验楼停车场
799,双枪充电-0799号桩,西安邮电大学东区,双枪充电,170.0,1.05,0.57,0,2021-07-14,校园能源管理中心,029-8505-9122,424,25228.00,40869.36,34.242001,108.933105,东区B区停车场
800,双枪充电-0800号桩,西安邮电大学西区,双枪充电,196.0,0.99,0.50,0,2023-11-05,国家电网,029-4078-2212,308,45879.68,68360.73,34.234501,108.925102,西区2号停车场
801,交流慢充-0801号桩,西安邮电大学雁塔校区,交流慢充,15.0,1.36,0.39,0,2024-11-15,云快充,029-5042-1126,160,1200.00,2100.00,34.229000,108.960106,雁塔校区学生服务中心
802,交流慢充-0802号桩,西安邮电大学东区,交流慢充,12.0,1.46,0.64,0,2022-10-19,校园能源管理中心,029-0391-1166,354,2846.16,5976.94,34.233704,108.935402,东区体育场停车场
803,交流慢充-0803号桩,西安邮电大学西区,交流慢充,8.0,0.80,0.63,0,2025-06-04,校园能源管理中心,029-5853-9791,191,962.64,1376.58,34.235603,108.932503,西区1号停车场
804,双枪充电-0804号桩,西安邮电大学雁塔校区,双枪充电,145.0,1.59,0.60,0,2023-04-07,特来电,029-2454-4960,92,9471.40,20742.37,34.228302,108.962906,雁塔校区实验楼停车场
805,直流快充-0805号桩,西安邮电大学东区,直流快充,162.0,1.39,0.33,1,2022-09-07,特来电,029-4450-9445,70,8164.80,14043.46,34.237904,108.933800,东区图书馆停车场
806,交流慢充-0806号桩,西安邮电大学西区,交流慢充,15.0,1.14,0.54,1,2021-01-15,星星充电,029-6819-7475,274,2794.80,4695.26,34.239502,108.928902,西区实验楼停车场
807,交流慢充-0807号桩,西安邮电大学雁塔校区,交流慢充,17.0,1.44,0.53,1,2021-10-17,校园能源管理中心,029-0426-3519,373,4502.11,8869.16,34.225300,108.956802,雁塔校区南门停车场
808,交流慢充-0808号桩,西安邮电大学东区,交流慢充,22.0,0.99,0.46,0,2023-09-17,特来电,029-0583-4463,235,3463.90,5022.66,34.233902,108.931503,东区图书馆停车场
809,双枪充电-0809号桩,西安邮电大学西区,双枪充电,141.0,1.35,0.58,0,2021-03-18,国家电网,029-1148-5622,203,8586.90,16572.72,34.236301,108.931107,西区2号停车场
810,交流慢充-0810号桩,西安邮电大学雁塔校区,交流慢充,16.0,1.54,0.43,0,2022-04-22,特来电,029-4153-7387,8,62.72,123.56,34.228100,108.954903,雁塔校区学生服务中心
811,交流慢充-0811号桩,西安邮电大学东区,交流慢充,22.0,1.52,0.33,2,2025-03-21,星星充电,029-2832-4002,16,221.76,410.26,34.241402,108.936005,东区A区停车场
812,双枪充电-0812号桩,西安邮电大学西区,双枪充电,154.0,1.43,0.62,2,2025-03-23,国家电网,029-4018-4047,145,14291.20,29296.96,34.234901,108.930107,西区行政楼停车场
813,直流快充-0813号桩,西安邮电大学雁塔校区,直流快充,170.0,1.07,0.67,0,2025-01-12,国家电网,029-9471-4314,366,21154.80,36809.36,34.221600,108.956902,雁塔校区实验楼停车场
814,交流慢充-0814号桩,西安邮电大学东区,交流慢充,13.0,1.06,0.55,0,2022-12-05,特来电,029-4440-2421,325,2873.00,4625.53,34.242104,108.934303,东区体育场停车场
815,交流慢充-0815号桩,西安邮电大学西区,交流慢充,9.0,1.20,0.38,0,2022-07-25,星星充电,029-5600-6854,154,637.56,1007.34,34.236702,108.932701,西区2号停车场
816,直流快充-0816号桩,西安邮电大学雁塔校区,直流快充,70.0,0.99,0.62,0,2021-12-11,校园能源管理中心,029-2998-2355,148,3315.20,5337.47,34.221203,108.960899,雁塔校区学生服务中心
817,交流慢充-0817号桩,西安邮电大学东区,交流慢充,22.0,1.36,0.50,0,2023-04-09,校园能源管理中心,029-9067-6559,47,703.12,1307.80,34.235401,108.931999,东区A区停车场
818,交流慢充-0818号桩,西安邮电大学西区,交流慢充,8.0,1.31,0.59,1,2024-11-11,云快充,029-0577-9409,143,606.32,1152.01,34.242802,108.930000,西区行政楼停车场
819,直流快充-0819号桩,西安邮电大学雁塔校区,直流快充,89.0,1.45,0.65,0,2024-04-08,校园能源管理中心,029-3800-3005,299,15434.38,32412.20,34.229603,108.962799,雁塔校区地下停车场
820,直流快充-0820号桩,西安邮电大学东区,直流快充,85.0,1.44,0.69,0,2025-10-19,特来电,029-8611-5480,158,5372.00,11442.36,34.239601,108.934898,东区A区停车场
821,双枪充电-0821号桩,西安邮电大学西区,双枪充电,120.0,1.56,0.33,1,2022-03-01,特来电,029-4272-1479,254,18592.80,35140.39,34.237503,108.933403,西区1号停车场
822,交流慢充-0822号桩,西安邮电大学雁塔校区,交流慢充,16.0,1.31,0.62,1,2024-03-09,国家电网,029-1843-2639,232,2375.68,4585.06,34.227501,108.955002,雁塔校区地下停车场
823,交流慢充-0823号桩,西安邮电大学东区,交流慢充,7.0,0.98,0.67,0,2022-01-18,校园能源管理中心,029-2730-8070,417,1167.60,1926.54,34.242203,108.928200,东区图书馆停车场
824,双枪充电-0824号桩,西安邮电大学西区,双枪充电,180.0,1.33,0.44,0,2022-12-14,云快充,029-2793-4831,598,41979.60,74303.89,34.238800,108.929703,西区1号停车场
825,交流慢充-0825号桩,西安邮电大学雁塔校区,交流慢充,17.0,1.37,0.39,0,2022-10-09,校园能源管理中心,029-4735-7345,12,157.08,276.46,34.224102,108.957802,雁塔校区南门停车场
826,交流慢充-0826号桩,西安邮电大学东区,交流慢充,22.0,0.92,0.64,0,2025-03-09,云快充,029-8366-6176,111,1831.50,2857.14,34.237202,108.931404,东区A区停车场
827,双枪充电-0827号桩,西安邮电大学西区,双枪充电,222.0,1.07,0.53,0,2022-10-03,校园能源管理中心,029-7462-2977,22,3858.36,6173.38,34.235603,108.933105,西区行政楼停车场
828,双枪充电-0828号桩,西安邮电大学雁塔校区,双枪充电,217.0,1.30,0.57,1,2024-06-04,云快充,029-2169-8201,316,41828.92,78220.08,34.220303,108.962204,雁塔校区南门停车场
829,双枪充电-0829号桩,西安邮电大学东区,双枪充电,209.0,1.27,0.69,0,2024-09-04,校园能源管理中心,029-4791-1582,424,56714.24,111159.91,34.234703,108.931099,东区体育场停车场
830,交流慢充-0830号桩,西安邮电大学西区,交流慢充,8.0,1.58,0.65,2,2025-04-13,特来电,029-9426-4307,549,2108.16,4701.20,34.238003,108.930801,西区行政楼停车场
831,直流快充-0831号桩,西安邮电大学雁塔校区,直流快充,121.0,0.92,0.54,0,2024-11-04,星星充电,029-7754-3343,513,40347.45,58907.28,34.229801,108.955002,雁塔校区实验楼停车场
832,双枪充电-0832号桩,西安邮电大学东区,双枪充电,215.0,1.35,0.54,0,2021-01-05,校园能源管理中心,029-8673-5301,337,31880.20,60253.58,34.242401,108.928802,东区图书馆停车场
833,双枪充电-0833号桩,西安邮电大学西区,双枪充电,148.0,1.08,0.58,0,2022-05-07,校园能源管理中心,029-9624-6924,514,28146.64,46723.43,34.234501,108.925102,西区1号停车场
834,直流快充-0834号桩,西安邮电大学雁塔校区,直流快充,76.0,1.19,0.33,0,2022-08-28,国家电网,029-0687-6632,464,20453.12,31088.75,34.222401,108.957603,雁塔校区地下停车场
835,直流快充-0835号桩,西安邮电大学东区,直流快充,87.0,1.34,0.39,1,2022-09-08,校园能源管理中心,029-6984-2862,338,10586.16,18314.06,34.238503,108.927399,东区图书馆停车场
836,交流慢充-0836号桩,西安邮电大学西区,交流慢充,21.0,1.33,0.42,0,2025-03-18,国家电网,029-3395-1156,572,4684.68,8198.19,34.242401,108.931801,西区行政楼停车场
837,交流慢充-0837号桩,西安邮电大学雁塔校区,交流慢充,12.0,1.14,0.38,0,2022-12-20,特来电,029-2498-3565,90,810.00,1231.20,34.221203,108.958000,雁塔校区北门停车场
838,交流慢充-0838号桩,西安邮电大学东区,交流慢充,21.0,1.53,0.49,0,2021-05-19,特来电,029-1430-9136,258,1787.94,3611.64,34.239304,108.935799,东区B区停车场
839,双枪充电-0839号桩,西安邮电大学西区,双枪充电,167.0,1.52,0.30,0,2025-03-23,国家电网,029-2143-1616,530,57531.50,104707.32,34.237900,108.929703,西区宿舍停车场
840,交流慢充-0840号桩,西安邮电大学雁塔校区,交流慢充,17.0,1.39,0.54,0,2023-10-26,校园能源管理中心,029-3807-2708,149,1190.51,2297.68,34.223301,108.963303,雁塔校区学生服务中心
841,双枪充电-0841号桩,西安邮电大学东区,双枪充电,195.0,1.28,0.41,1,2023-08-05,云快充,029-6902-4240,441,51597.00,87198.94,34.242702,108.931099,东区B区停车场
842,直流快充-0842号桩,西安邮电大学西区,直流快充,108.0,0.99,0.40,0,2024-02-12,校园能源管理中心,029-1782-4185,187,10098.00,14036.22,34.233700,108.925003,西区宿舍停车场
843,交流慢充-0843号桩,西安邮电大学雁塔校区,交流慢充,17.0,0.98,0.45,0,2024-05-10,星星充电,029-3839-6069,599,7637.25,10921.27,34.223000,108.960899,雁塔校区地下停车场
844,直流快充-0844号桩,西安邮电大学东区,直流快充,79.0,1.37,0.33,0,2021-06-01,国家电网,029-0995-7751,276,7849.44,13344.05,34.241802,108.934502,东区A区停车场
845,交流慢充-0845号桩,西安邮电大学西区,交流慢充,11.0,1.50,0.59,0,2024-09-01,国家电网,029-6099-6374,406,2411.64,5040.33,34.239002,108.927704,西区行政楼停车场
846,交流慢充-0846号桩,西安邮电大学雁塔校区,交流慢充,7.0,0.85,0.47,0,2024-08-17,校园能源管理中心,029-3791-0533,281,963.83,1272.26,34.229401,108.958405,雁塔校区地下停车场
847,直流快充-0847号桩,西安邮电大学东区,直流快充,119.0,1.48,0.59,1,2023-04-07,云快充,029-1833-9067,515,42899.50,88801.97,34.239403,108.936203,东区A区停车场
848,交流慢充-0848号桩,西安邮电大学西区,交流慢充,16.0,1.59,0.50,0,2022-09-16,星星充电,029-9665-3228,218,2023.04,4228.15,34.233501,108.929604,西区1号停车场
849,交流慢充-0849号桩,西安邮电大学雁塔校区,交流慢充,15.0,1.16,0.69,0,2022-05-28,星星充电,029-5273-5469,209,1254.00,2319.90,34.229702,108.954399,雁塔校区北门停车场
850,直流快充-0850号桩,西安邮电大学东区,直流快充,161.0,1.44,0.36,0,2025-01-25,校园能源管理中心,029-7585-7779,62,7586.32,13655.38,34.237202,108.931099,东区体育场停车场
851,双枪充电-0851号桩,西安邮电大学西区,双枪充电,221.0,0.94,0.49,0,2025-10-20,星星充电,029-6732-1540,390,63780.60,91206.27,34.234501,108.926704,西区2号停车场
852,直流快充-0852号桩,西安邮电大学雁塔校区,直流快充,104.0,1.26,0.36,2,2021-05-14,星星充电,029-0904-9699,581,38671.36,62647.60,34.223202,108.962105,雁塔校区南门停车场
853,交流慢充-0853号桩,西安邮电大学东区,交流慢充,16.0,1.23,0.30,0,2021-02-23,国家电网,029-8760-6183,122,917.44,1403.68,34.234100,108.934006,东区B区停车场
854,交流慢充-0854号桩,西安邮电大学西区,交流慢充,14.0,1.46,0.49,2,2023-07-17,星星充电,029-5213-4676,433,2485.42,4846.57,34.237003,108.931702,西区2号停车场
855,直流快充-0855号桩,西安邮电大学雁塔校区,直流快充,66.0,0.97,0.45,0,2023-01-12,云快充,029-5528-1871,422,11419.32,16215.44,34.222000,108.956505,雁塔校区南门停车场
856,交流慢充-0856号桩,西安邮电大学东区,交流慢充,20.0,1.17,0.52,0,2021-09-07,云快充,029-2185-8573,263,2893.00,4889.17,34.239101,108.935104,东区B区停车场
857,交流慢充-0857号桩,西安邮电大学西区,交流慢充,14.0,0.90,0.38,0,2023-07-13,特来电,029-6209-6787,370,2020.20,2585.86,34.240803,108.931602,西区1号停车场
858,双枪充电-0858号桩,西安邮电大学雁塔校区,双枪充电,151.0,1.57,0.45,0,2023-05-11,校园能源管理中心,029-6802-6359,178,18277.04,36919.62,34.220703,108.957603,雁塔校区学生服务中心
859,交流慢充-0859号桩,西安邮电大学东区,交流慢充,20.0,1.56,0.49,0,2021-12-20,校园能源管理中心,029-1597-0988,261,2401.20,4922.46,34.238903,108.935600,东区体育场停车场
860,直流快充-0860号桩,西安邮电大学西区,直流快充,82.0,1.16,0.52,0,2022-05-15,国家电网,029-1826-0409,240,13185.60,22151.81,34.235203,108.924400,西区宿舍停车场
861,交流慢充-0861号桩,西安邮电大学雁塔校区,交流慢充,9.0,1.13,0.54,0,2022-01-10,国家电网,029-1955-9169,23,134.55,224.70,34.227600,108.962105,雁塔校区学生服务中心
862,交流慢充-0862号桩,西安邮电大学东区,交流慢充,10.0,1.45,0.64,0,2021-04-17,星星充电,029-1632-3275,433,2987.70,6244.29,34.234600,108.936501,东区行政楼停车场
863,直流快充-0863号桩,西安邮电大学西区,直流快充,96.0,1.12,0.60,0,2025-08-02,特来电,029-9163-8972,338,13628.16,23440.44,34.234501,108.930305,西区2号停车场
864,双枪充电-0864号桩,西安邮电大学雁塔校区,双枪充电,231.0,0.91,0.35,0,2023-10-22,特来电,029-0069-2151,470,36913.80,46511.39,34.227802,108.955002,雁塔校区学生服务中心
865,双枪充电-0865号桩,西安邮电大学东区,双枪充电,227.0,1.28,0.60,0,2024-06-14,校园能源管理中心,029-5646-4370,508,42666.92,80213.81,34.238903,108.933105,东区B区停车场
866,双枪充电-0866号桩,西安邮电大学西区,双枪充电,181.0,1.24,0.51,0,2021-10-26,校园能源管理中心,029-2600-3331,351,23506.47,41136.32,34.236401,108.924507,西区行政楼停车场
867,双枪充电-0867号桩,西安邮电大学雁塔校区,双枪充电,233.0,1.39,0.30,0,2021-11-16,国家电网,029-4371-5053,165,13840.20,23389.94,34.224102,108.959503,雁塔校区学生服务中心
868,交流慢充-0868号桩,西安邮电大学东区,交流慢充,22.0,1.07,0.65,0,2021-06-05,国家电网,029-5233-1591,267,2525.82,4344.41,34.233704,108.935402,东区图书馆停车场
869,直流快充-0869号桩,西安邮电大学西区,直流快充,78.0,1.36,0.50,0,2024-12-09,星星充电,029-1618-7045,62,1789.32,3328.14,34.241703,108.928406,西区2号停车场
870,直流快充-0870号桩,西安邮电大学雁塔校区,直流快充,168.0,0.96,0.61,0,2023-01-19,云快充,029-1752-2508,467,50211.84,78832.59,34.223400,108.954605,雁塔校区学生服务中心
871,交流慢充-0871号桩,西安邮电大学东区,交流慢充,17.0,0.95,0.40,0,2022-11-05,特来电,029-4212-6545,310,3478.20,4695.57,34.236202,108.928406,东区B区停车场
872,交流慢充-0872号桩,西安邮电大学西区,交流慢充,11.0,1.31,0.62,1,2024-11-19,云快充,029-2022-0138,190,1233.10,2379.88,34.238403,108.932404,西区宿舍停车场
873,交流慢充-0873号桩,西安邮电大学雁塔校区,交流慢充,10.0,1.52,0.48,0,2023-10-04,国家电网,029-2288-9930,111,865.80,1731.60,34.221802,108.961105,雁塔校区北门停车场
874,交流慢充-0874号桩,西安邮电大学东区,交流慢充,15.0,1.40,0.38,0,2023-04-14,国家电网,029-9218-0408,533,3597.75,6404.00,34.233402,108.935600,东区B区停车场
875,交流慢充-0875号桩,西安邮电大学西区,交流慢充,11.0,1.55,0.57,0,2024-04-02,云快充,029-9294-2680,286,2265.12,4802.05,34.238701,108.928001,西区实验楼停车场
876,双枪充电-0876号桩,西安邮电大学雁塔校区,双枪充电,232.0,1.47,0.59,0,2022-01-12,云快充,029-4293-3886,15,2366.40,4874.78,34.226601,108.956802,雁塔校区学生服务中心
877,直流快充-0877号桩,西安邮电大学东区,直流快充,69.0,1.44,0.44,0,2025-08-02,国家电网,029-9223-0449,557,22675.47,42629.89,34.235500,108.927101,东区图书馆停车场
878,双枪充电-0878号桩,西安邮电大学西区,双枪充电,191.0,1.44,0.54,0,2021-08-21,国家电网,029-4278-8550,117,15642.90,30972.94,34.242401,108.925804,西区行政楼停车场
879,直流快充-0879号桩,西安邮电大学雁塔校区,直流快充,81.0,1.11,0.65,0,2023-08-10,特来电,029-6610-3536,60,2089.80,3678.05,34.221500,108.955704,雁塔校区地下停车场
880,直流快充-0880号桩,西安邮电大学东区,直流快充,66.0,1.23,0.39,0,2024-10-05,国家电网,029-6749-4245,207,9836.64,15935.36,34.240200,108.928200,东区A区停车场
881,交流慢充-0881号桩,西安邮电大学西区,交流慢充,8.0,1.29,0.56,0,2025-11-12,国家电网,029-2071-9643,427,2562.00,4739.70,34.234802,108.925003,西区宿舍停车场
882,双枪充电-0882号桩,西安邮电大学雁塔校区,双枪充电,240.0,1.24,0.37,0,2025-03-03,国家电网,029-2594-3766,308,25872.00,41653.92,34.229500,108.962906,雁塔校区学生服务中心
883,交流慢充-0883号桩,西安邮电大学东区,交流慢充,22.0,0.92,0.40,0,2024-05-04,星星充电,029-9535-5579,344,5070.56,6693.14,34.235302,108.935204,东区A区停车场
884,直流快充-0884号桩,西安邮电大学西区,直流快充,76.0,1.24,0.58,0,2023-04-08,云快充,029-0478-1775,173,9466.56,17229.14,34.236202,108.925407,西区宿舍停车场
885,直流快充-0885号桩,西安邮电大学雁塔校区,直流快充,141.0,1.05,0.51,0,2023-06-16,校园能源管理中心,029-7936-3863,358,20695.98,32285.73,34.223801,108.959801,雁塔校区实验楼停车场
886,直流快充-0886号桩,西安邮电大学东区,直流快充,106.0,1.13,0.68,0,2024-11-25,特来电,029-7912-7576,73,3869.00,7002.89,34.240803,108.934105,东区A区停车场
887,双枪充电-0887号桩,西安邮电大学西区,双枪充电,152.0,0.97,0.39,0,2023-06-27,星星充电,029-5061-8888,371,37782.64,51384.39,34.239502,108.929001,西区宿舍停车场
888,交流慢充-0888号桩,西安邮电大学雁塔校区,交流慢充,7.0,1.49,0.44,1,2023-06-07,特来电,029-0184-0650,473,1225.07,2364.39,34.227703,108.957199,雁塔校区南门停车场
889,交流慢充-0889号桩,西安邮电大学东区,交流慢充,11.0,1.06,0.37,0,2024-09-16,云快充,029-6467-6917,575,3542.00,5065.06,34.237202,108.929199,东区B区停车场
890,交流慢充-0890号桩,西安邮电大学西区,交流慢充,21.0,1.58,0.42,1,2023-07-21,星星充电,029-8663-2349,596,7134.12,14268.24,34.237103,108.926102,西区1号停车场
891,交流慢充-0891号桩,西安邮电大学雁塔校区,交流慢充,22.0,1.26,0.37,0,2024-07-24,星星充电,029-3796-7159,156,2265.12,3692.15,34.228802,108.959702,雁塔校区地下停车场
892,直流快充-0892号桩,西安邮电大学东区,直流快充,67.0,1.50,0.54,0,2024-04-22,国家电网,029-9724-8664,187,8394.43,17124.64,34.241402,108.928299,东区A区停车场
893,交流慢充-0893号桩,西安邮电大学西区,交流慢充,16.0,1.15,0.62,0,2024-12-23,星星充电,029-9231-0693,151,1570.40,2779.61,34.241802,108.933304,西区实验楼停车场
894,直流快充-0894号桩,西安邮电大学雁塔校区,直流快充,170.0,1.15,0.63,1,2021-12-09,星星充电,029-1359-1300,382,20780.80,36989.82,34.229500,108.958099,雁塔校区实验楼停车场
895,直流快充-0895号桩,西安邮电大学东区,直流快充,154.0,1.31,0.58,2,2021-04-17,校园能源管理中心,029-5500-3240,595,62308.40,117762.88,34.242302,108.932205,东区B区停车场
896,交流慢充-0896号桩,西安邮电大学西区,交流慢充,20.0,1.27,0.63,0,2023-11-27,星星充电,029-3800-2760,340,4352.00,8268.80,34.242901,108.926102,西区行政楼停车场
897,双枪充电-0897号桩,西安邮电大学雁塔校区,双枪充电,138.0,1.17,0.63,1,2022-12-17,校园能源管理中心,029-1412-3464,141,12842.28,23116.10,34.223602,108.958702,雁塔校区学生服务中心
898,直流快充-0898号桩,西安邮电大学东区,直流快充,175.0,0.97,0.68,0,2025-08-20,校园能源管理中心,029-6128-6797,381,24003.00,39604.95,34.242001,108.935905,东区体育场停车场
899,交流慢充-0899号桩,西安邮电大学西区,交流慢充,11.0,0.81,0.38,2,2021-02-21,国家电网,029-0782-6364,272,1406.24,1673.43,34.237701,108.927803,西区实验楼停车场
900,交流慢充-0900号桩,西安邮电大学雁塔校区,交流慢充,22.0,1.13,0.31,2,2021-05-16,特来电,029-0735-3499,10,103.40,148.90,34.227001,108.960899,雁塔校区地下停车场
901,双枪充电-0901号桩,西安邮电大学东区,双枪充电,121.0,1.58,0.31,0,2021-11-23,云快充,029-9042-7117,354,31697.16,59907.63,34.235500,108.934601,东区体育场停车场
902,直流快充-0902号桩,西安邮电大学西区,直流快充,60.0,0.87,0.48,0,2024-09-23,特来电,029-7787-0361,163,5965.80,8053.83,34.237602,108.927704,西区2号停车场
903,双枪充电-0903号桩,西安邮电大学雁塔校区,双枪充电,183.0,1.34,0.42,2,2022-08-28,校园能源管理中心,029-9401-1074,83,8809.62,15504.93,34.221600,108.963905,雁塔校区实验楼停车场
904,交流慢充-0904号桩,西安邮电大学东区,交流慢充,22.0,1.55,0.30,0,2025-08-08,国家电网,029-0766-2287,359,2764.30,5113.96,34.241901,108.929001,东区B区停车场
905,双枪充电-0905号桩,西安邮电大学西区,双枪充电,225.0,0.96,0.30,0,2025-08-08,星星充电,029-2842-2692,44,3465.00,4365.90,34.239300,108.933304,西区行政楼停车场
906,双枪充电-0906号桩,西安邮电大学雁塔校区,双枪充电,215.0,1.01,0.67,2,2022-10-20,星星充电,029-6463-1590,447,49974.60,83957.33,34.225300,108.954300,雁塔校区北门停车场
